1 attraction: Object { x: 749506.2936655905, y: 1286613.583789457, z: -708404.4274563432 } repulsion: Object { x: 5.0500607896143984e-17, y: 8.66900900738719e-17, z: -4.773122590859376e-17 }index.html:82:11
2 attraction: Object { x: -749506.2936655905, y: -1286613.583789457, z: 708404.4274563432 } repulsion: Object { x: -5.0500607896143984e-17, y: -8.66900900738719e-17, z: 4.773122590859376e-17 }index.html:82:11
1 attraction: Object { x: 516214.0266853659, y: 886140.6294906695, z: -487905.5787917642 } repulsion: Object { x: -6.2118474024833625e-18, y: -1.0663349081933499e-17, z: 5.871198467301715e-18 }index.html:82:11
2 attraction: Object { x: -516214.0266853659, y: -886140.6294906695, z: 487905.5787917642 } repulsion: Object { x: 6.2118474024833625e-18, y: 1.0663349081933499e-17, z: -5.871198467301715e-18 }index.html:82:11
1 attraction: Object { x: 516214.0266853659, y: 886140.6294906695, z: -487905.5787917642 } repulsion: Object { x: -6.2118474024833625e-18, y: -1.0663349081933499e-17, z: 5.871198467301715e-18 }index.html:82:11
2 attraction: Object { x: -516214.0266853659, y: -886140.6294906695, z: 487905.5787917642 } repulsion: Object { x: 6.2118474024833625e-18, y: 1.0663349081933499e-17, z: -5.871198467301715e-18 }index.html:82:11
1 attraction: Object { x: -118634.20913487178, y: -203649.23719125928, z: 112128.4767175311 } repulsion: Object { x: -8.388448483531141e-19, y: -1.4399734674735963e-18, z: 7.928437820262327e-19 }index.html:82:11
2 attraction: Object { x: 118634.20913487178, y: 203649.23719125928, z: -112128.4767175311 } repulsion: Object { x: 8.388448483531141e-19, y: 1.4399734674735963e-18, z: -7.928437820262327e-19 }index.html:82:11
1 attraction: Object { x: -118634.20913487178, y: -203649.23719125928, z: 112128.4767175311 } repulsion: Object { x: -8.388448483531141e-19, y: -1.4399734674735963e-18, z: 7.928437820262327e-19 }index.html:82:11
2 attraction: Object { x: 118634.20913487178, y: 203649.23719125928, z: -112128.4767175311 } repulsion: Object { x: 8.388448483531141e-19, y: 1.4399734674735963e-18, z: -7.928437820262327e-19 }index.html:82:11
1 attraction: Object { x: -1099800.2899040293, y: -1887933.4361899965, z: 1039488.7958517924 } repulsion: Object { x: -3.511853784776161e-19, y: -6.028500123297714e-19, z: 3.319268684920135e-19 }index.html:82:11
2 attraction: Object { x: 1099800.2899040293, y: 1887933.4361899965, z: -1039488.7958517924 } repulsion: Object { x: 3.511853784776161e-19, y: 6.028500123297714e-19, z: -3.319268684920135e-19 }index.html:82:11
1 attraction: Object { x: -2167168.5607573, y: -3720193.5890292297, z: 2048324.0987561895 } repulsion: Object { x: -2.967514851752431e-19, y: -5.094079863811181e-19, z: 2.8047805299174996e-19 }index.html:82:11
2 attraction: Object { x: 2167168.5607573, y: 3720193.5890292297, z: -2048324.0987561895 } repulsion: Object { x: 2.967514851752431e-19, y: 5.094079863811181e-19, z: -2.8047805299174996e-19 }index.html:82:11
1 attraction: Object { x: -2167168.5607573, y: -3720193.5890292297, z: 2048324.0987561895 } repulsion: Object { x: -2.967514851752431e-19, y: -5.094079863811181e-19, z: 2.8047805299174996e-19 }index.html:82:11
2 attraction: Object { x: 2167168.5607573, y: 3720193.5890292297, z: -2048324.0987561895 } repulsion: Object { x: 2.967514851752431e-19, y: 5.094079863811181e-19, z: -2.8047805299174996e-19 }index.html:82:11
1 attraction: Object { x: -2852673.525048331, y: -4896941.544671431, z: 2696236.939316988 } repulsion: Object { x: -7.194494217813485e-19, y: -1.2350175131769543e-18, z: 6.799958319605658e-19 }index.html:82:11
2 attraction: Object { x: 2852673.525048331, y: 4896941.544671431, z: -2696236.939316988 } repulsion: Object { x: 7.194494217813485e-19, y: 1.2350175131769543e-18, z: -6.799958319605658e-19 }index.html:82:11
1 attraction: Object { x: -2577160.258759045, y: -4423991.3987982655, z: 2435832.4312937763 } repulsion: Object { x: 4.4538587202697796e-18, y: 7.645559721390367e-18, z: -4.209615400657188e-18 }index.html:82:11
2 attraction: Object { x: 2577160.258759045, y: 4423991.3987982655, z: -2435832.4312937763 } repulsion: Object { x: -4.4538587202697796e-18, y: -7.645559721390367e-18, z: 4.209615400657188e-18 }index.html:82:11
1 attraction: Object { x: -863383.0407938571, y: -1482096.0913697826, z: 816036.334662159 } repulsion: Object { x: 1.151099192485744e-19, y: 1.975993890722449e-19, z: -1.0879745390932656e-19 }index.html:82:11
2 attraction: Object { x: 863383.0407938571, y: 1482096.0913697826, z: -816036.334662159 } repulsion: Object { x: -1.151099192485744e-19, y: -1.975993890722449e-19, z: 1.0879745390932656e-19 }index.html:82:11
1 attraction: Object { x: -863383.0407938571, y: -1482096.0913697826, z: 816036.334662159 } repulsion: Object { x: 1.151099192485744e-19, y: 1.975993890722449e-19, z: -1.0879745390932656e-19 }index.html:82:11
2 attraction: Object { x: 863383.0407938571, y: 1482096.0913697826, z: -816036.334662159 } repulsion: Object { x: -1.151099192485744e-19, y: -1.975993890722449e-19, z: 1.0879745390932656e-19 }index.html:82:11
1 attraction: Object { x: 2365232.913947973, y: 4060193.785736437, z: -2235526.8826518944 } repulsion: Object { x: 3.2433118115947525e-20, y: 5.567517002231379e-20, z: -3.065453174140113e-20 }index.html:82:11
2 attraction: Object { x: -2365232.913947973, y: -4060193.785736437, z: 2235526.8826518944 } repulsion: Object { x: -3.2433118115947525e-20, y: -5.567517002231379e-20, z: 3.065453174140113e-20 }index.html:82:11
1 attraction: Object { x: 6491814.627509259, y: 11143944.959217574, z: -6135812.685257165 } repulsion: Object { x: 1.9853660104357925e-20, y: 3.4081086435283156e-20, z: -1.8764913434356945e-20 }index.html:82:11
2 attraction: Object { x: -6491814.627509259, y: -11143944.959217574, z: 6135812.685257165 } repulsion: Object { x: -1.9853660104357925e-20, y: -3.4081086435283156e-20, z: 1.8764913434356945e-20 }index.html:82:11
1 attraction: Object { x: 10066515.300710486, y: 17280328.98026234, z: -9514481.824033976 } repulsion: Object { x: 2.6457092563279635e-20, y: 4.5416636213969346e-20, z: -2.5006222986850462e-20 }index.html:82:11
2 attraction: Object { x: -10066515.300710486, y: -17280328.98026234, z: 9514481.824033976 } repulsion: Object { x: -2.6457092563279635e-20, y: -4.5416636213969346e-20, z: 2.5006222986850462e-20 }index.html:82:11
1 attraction: Object { x: 10986235.297527611, y: 18859133.923180774, z: -10383765.67564641 } repulsion: Object { x: 3.9967797792330813e-19, y: 6.860931254128564e-19, z: -3.777602022965747e-19 }index.html:82:11
2 attraction: Object { x: -10986235.297527611, y: -18859133.923180774, z: 10383765.67564641 } repulsion: Object { x: -3.9967797792330813e-19, y: -6.860931254128564e-19, z: 3.777602022965747e-19 }index.html:82:11
1 attraction: Object { x: 7108915.662491117, y: 12203269.718580358, z: -6719072.771348029 } repulsion: Object { x: -2.2488385225507266e-20, y: -3.860389452785206e-20, z: 2.1255153952317708e-20 }index.html:82:11
2 attraction: Object { x: -7108915.662491117, y: -12203269.718580358, z: 6719072.771348029 } repulsion: Object { x: 2.2488385225507266e-20, y: 3.860389452785206e-20, z: -2.1255153952317708e-20 }index.html:82:11
1 attraction: Object { x: 7108915.662491117, y: 12203269.718580358, z: -6719072.771348029 } repulsion: Object { x: -2.2488385225507266e-20, y: -3.860389452785206e-20, z: 2.1255153952317708e-20 }index.html:82:11
2 attraction: Object { x: -7108915.662491117, y: -12203269.718580358, z: 6719072.771348029 } repulsion: Object { x: 2.2488385225507266e-20, y: 3.860389452785206e-20, z: -2.1255153952317708e-20 }index.html:82:11
1 attraction: Object { x: -2721728.6692588087, y: -4672159.669442344, z: 2572472.9144143313 } repulsion: Object { x: -3.498303737404874e-21, y: -6.005239911667433e-21, z: 3.3064617030025885e-21 }index.html:82:11
2 attraction: Object { x: 2721728.6692588087, y: 4672159.669442344, z: -2572472.9144143313 } repulsion: Object { x: 3.498303737404874e-21, y: 6.005239911667433e-21, z: -3.3064617030025885e-21 }index.html:82:11
1 attraction: Object { x: -17481648.000685044, y: -30009255.392246984, z: 16522979.123166725 } repulsion: Object { x: -1.5518634835187915e-21, y: -2.6639517972786418e-21, z: 1.4667614826234335e-21 }index.html:82:11
2 attraction: Object { x: 17481648.000685044, y: 30009255.392246984, z: -16522979.123166725 } repulsion: Object { x: 1.5518634835187915e-21, y: 2.6639517972786418e-21, z: -1.4667614826234335e-21 }index.html:82:11
1 attraction: Object { x: -33079180.261979233, y: -56784209.85304193, z: 31265164.75212941 } repulsion: Object { x: -1.3896636468277567e-21, y: -2.3855171597861537e-21, z: 1.3134564558134896e-21 }index.html:82:11
2 attraction: Object { x: 33079180.261979233, y: 56784209.85304193, z: -31265164.75212941 } repulsion: Object { x: 1.3896636468277567e-21, y: 2.3855171597861537e-21, z: -1.3134564558134896e-21 }index.html:82:11
1 attraction: Object { x: -33079180.261979233, y: -56784209.85304193, z: 31265164.75212941 } repulsion: Object { x: -1.3896636468277567e-21, y: -2.3855171597861537e-21, z: 1.3134564558134896e-21 }index.html:82:11
2 attraction: Object { x: 33079180.261979233, y: 56784209.85304193, z: -31265164.75212941 } repulsion: Object { x: 1.3896636468277567e-21, y: 2.3855171597861537e-21, z: -1.3134564558134896e-21 }index.html:82:11
1 attraction: Object { x: -42405561.9007779, y: -72794014.44774061, z: 40080100.798577495 } repulsion: Object { x: -3.886826148019418e-21, y: -6.672183225323359e-21, z: 3.673678093540536e-21 }index.html:82:11
2 attraction: Object { x: 42405561.9007779, y: 72794014.44774061, z: -40080100.798577495 } repulsion: Object { x: 3.886826148019418e-21, y: 6.672183225323359e-21, z: -3.673678093540536e-21 }index.html:82:11
1 attraction: Object { x: -36895919.24393867, y: -63336080.41299587, z: 34872599.160774454 } repulsion: Object { x: 1.1137164042797915e-20, y: 1.9118220438517903e-20, z: -1.0526417701764859e-20 }index.html:82:11
2 attraction: Object { x: 36895919.24393867, y: 63336080.41299587, z: -34872599.160774454 } repulsion: Object { x: -1.1137164042797915e-20, y: -1.9118220438517903e-20, z: 1.0526417701764859e-20 }index.html:82:11
1 attraction: Object { x: -9798183.504923362, y: -16819706.652818143, z: 9260864.96481686 } repulsion: Object { x: 4.60421373006346e-22, y: 7.903661353926712e-22, z: -4.351725154141935e-22 }index.html:82:11
2 attraction: Object { x: 9798183.504923362, y: 16819706.652818143, z: -9260864.96481686 } repulsion: Object { x: -4.60421373006346e-22, y: -7.903661353926712e-22, z: 4.351725154141935e-22 }index.html:82:11
1 attraction: Object { x: -9798183.504923362, y: -16819706.652818143, z: 9260864.96481686 } repulsion: Object { x: 4.60421373006346e-22, y: 7.903661353926712e-22, z: -4.351725154141935e-22 }index.html:82:11
2 attraction: Object { x: 9798183.504923362, y: 16819706.652818143, z: -9260864.96481686 } repulsion: Object { x: -4.60421373006346e-22, y: -7.903661353926712e-22, z: 4.351725154141935e-22 }index.html:82:11
1 attraction: Object { x: 39363679.58768891, y: 67572274.30041184, z: -37205031.01383355 } repulsion: Object { x: 1.3988296073400066e-22, y: 2.401251583103485e-22, z: -1.322119768001319e-22 }index.html:82:11
2 attraction: Object { x: -39363679.58768891, y: -67572274.30041184, z: 37205031.01383355 } repulsion: Object { x: -1.3988296073400066e-22, y: -2.401251583103485e-22, z: 1.322119768001319e-22 }index.html:82:11
1 attraction: Object { x: 100558124.80814275, y: 172619563.6140684, z: -95043659.3165946 } repulsion: Object { x: 9.028123226732636e-23, y: 1.549780979533966e-22, z: -8.533033704307191e-23 }index.html:82:11
2 attraction: Object { x: -100558124.80814275, y: -172619563.6140684, z: 95043659.3165946 } repulsion: Object { x: -9.028123226732636e-23, y: -1.549780979533966e-22, z: 8.533033704307191e-23 }index.html:82:11
1 attraction: Object { x: 151467114.45944992, y: 260010687.84603268, z: -143160871.90187812 } repulsion: Object { x: 1.3044652848718767e-22, y: 2.2392643921503513e-22, z: -1.2329302516552865e-22 }index.html:82:11
2 attraction: Object { x: -151467114.45944992, y: -260010687.84603268, z: 143160871.90187812 } repulsion: Object { x: -1.3044652848718767e-22, y: -2.2392643921503513e-22, z: 1.2329302516552865e-22 }index.html:82:11
1 attraction: Object { x: 151467114.45944992, y: 260010687.84603268, z: -143160871.90187812 } repulsion: Object { x: 1.3044652848718767e-22, y: 2.2392643921503513e-22, z: -1.2329302516552865e-22 }index.html:82:11
2 attraction: Object { x: -151467114.45944992, y: -260010687.84603268, z: 143160871.90187812 } repulsion: Object { x: -1.3044652848718767e-22, y: -2.2392643921503513e-22, z: 1.2329302516552865e-22 }index.html:82:11
1 attraction: Object { x: 160593967.43693626, y: 275677978.59105545, z: -151787221.15689737 } repulsion: Object { x: 4.058629169896505e-21, y: 6.96710283247182e-21, z: -3.8360596804287205e-21 }index.html:82:11
2 attraction: Object { x: -160593967.43693626, y: -275677978.59105545, z: 151787221.15689737 } repulsion: Object { x: -4.058629169896505e-21, y: -6.96710283247182e-21, z: 3.8360596804287205e-21 }index.html:82:11
1 attraction: Object { x: 96848435.8101292, y: 166251456.63909483, z: -91537404.42202066 } repulsion: Object { x: -8.319974345960318e-23, y: -1.4282190957916686e-22, z: 7.863718707652627e-23 }index.html:82:11
2 attraction: Object { x: -96848435.8101292, y: -166251456.63909483, z: 91537404.42202066 } repulsion: Object { x: 8.319974345960318e-23, y: 1.4282190957916686e-22, z: -7.863718707652627e-23 }index.html:82:11
1 attraction: Object { x: -54960953.91561502, y: -94346785.98897398, z: 51946972.85412975 } repulsion: Object { x: -1.466980068505498e-23, y: -2.518239672220398e-23, z: 1.386532954162457e-23 }index.html:82:11
2 attraction: Object { x: 54960953.91561502, y: 94346785.98897398, z: -51946972.85412975 } repulsion: Object { x: 1.466980068505498e-23, y: 2.518239672220398e-23, z: -1.386532954162457e-23 }index.html:82:11
1 attraction: Object { x: -54960953.91561502, y: -94346785.98897398, z: 51946972.85412975 } repulsion: Object { x: -1.466980068505498e-23, y: -2.518239672220398e-23, z: 1.386532954162457e-23 }index.html:82:11
2 attraction: Object { x: 54960953.91561502, y: 94346785.98897398, z: -51946972.85412975 } repulsion: Object { x: 1.466980068505498e-23, y: 2.518239672220398e-23, z: -1.386532954162457e-23 }index.html:82:11
1 attraction: Object { x: -276554772.49674404, y: -474738010.8256578, z: 261388899.5017383 } repulsion: Object { x: -6.885035741800052e-24, y: -1.1818954137065908e-23, z: 6.507470109200292e-24 }index.html:82:11
2 attraction: Object { x: 276554772.49674404, y: 474738010.8256578, z: -261388899.5017383 } repulsion: Object { x: 6.885035741800052e-24, y: 1.1818954137065908e-23, z: -6.507470109200292e-24 }index.html:82:11
1 attraction: Object { x: -503815679.62401533, y: -864857443.6382143, z: 476187139.56632996 } repulsion: Object { x: -6.545939850416827e-24, y: -1.1236857117003382e-23, z: 6.18696975741097e-24 }index.html:82:11
2 attraction: Object { x: 503815679.62401533, y: 864857443.6382143, z: -476187139.56632996 } repulsion: Object { x: 6.545939850416827e-24, y: 1.1236857117003382e-23, z: -6.18696975741097e-24 }index.html:82:11
1 attraction: Object { x: -503815679.62401533, y: -864857443.6382143, z: 476187139.56632996 } repulsion: Object { x: -6.545939850416827e-24, y: -1.1236857117003382e-23, z: 6.18696975741097e-24 }index.html:82:11
2 attraction: Object { x: 503815679.62401533, y: 864857443.6382143, z: -476187139.56632996 } repulsion: Object { x: 6.545939850416827e-24, y: 1.1236857117003382e-23, z: -6.18696975741097e-24 }index.html:82:11
1 attraction: Object { x: -629002096.4870874, y: -1079754297.4781392, z: 594508510.1974928 } repulsion: Object { x: -2.1572827158892588e-23, y: -3.7032234015845727e-23, z: 2.038980379653554e-23 }index.html:82:11
2 attraction: Object { x: 629002096.4870874, y: 1079754297.4781392, z: -594508510.1974928 } repulsion: Object { x: 2.1572827158892588e-23, y: 3.7032234015845727e-23, z: -2.038980379653554e-23 }index.html:82:11
1 attraction: Object { x: -525746894.9339285, y: -902504892.0522171, z: 496915678.01403016 } repulsion: Object { x: 3.1710099480556673e-23, y: 5.443402554429045e-23, z: -2.997116242646275e-23 }index.html:82:11
2 attraction: Object { x: 525746894.9339285, y: 902504892.0522171, z: -496915678.01403016 } repulsion: Object { x: -3.1710099480556673e-23, y: -5.443402554429045e-23, z: 2.997116242646275e-23 }index.html:82:11
1 attraction: Object { x: -99108145.0041728, y: -170130506.84726787, z: 93673194.35647869 } repulsion: Object { x: 1.857380517029378e-24, y: 3.1884068535148512e-24, z: -1.7555243936641697e-24 }index.html:82:11
2 attraction: Object { x: 99108145.0041728, y: 170130506.84726787, z: -93673194.35647869 } repulsion: Object { x: -1.857380517029378e-24, y: -3.1884068535148512e-24, z: 1.7555243936641697e-24 }index.html:82:11
1 attraction: Object { x: 647891620.4613911, y: 1112180333.5795774, z: -612362159.3649946 } repulsion: Object { x: 6.058715379974219e-25, y: 1.040048038831673e-24, z: -5.72646398855533e-25 }index.html:82:11
2 attraction: Object { x: -647891620.4613911, y: -1112180333.5795774, z: 612362159.3649946 } repulsion: Object { x: -6.058715379974219e-25, y: -1.040048038831673e-24, z: 5.72646398855533e-25 }index.html:82:11
1 attraction: Object { x: 647891620.4613911, y: 1112180333.5795774, z: -612362159.3649946 } repulsion: Object { x: 6.058715379974219e-25, y: 1.040048038831673e-24, z: -5.72646398855533e-25 }index.html:82:11
2 attraction: Object { x: -647891620.4613911, y: -1112180333.5795774, z: 612362159.3649946 } repulsion: Object { x: -6.058715379974219e-25, y: -1.040048038831673e-24, z: 5.72646398855533e-25 }index.html:82:11
1 attraction: Object { x: 1553335722.532825, y: 2666479064.5345, z: -1468152986.1299822 } repulsion: Object { x: 4.123805692292915e-25, y: 7.078985814333445e-25, z: -3.897662014421173e-25 }index.html:82:11
2 attraction: Object { x: -1553335722.532825, y: -2666479064.5345, z: 1468152986.1299822 } repulsion: Object { x: -4.123805692292915e-25, y: -7.078985814333445e-25, z: 3.897662014421173e-25 }index.html:82:11
1 attraction: Object { x: 2274520915.1499834, y: 3904476227.5884113, z: -2149789401.706095 } repulsion: Object { x: 6.500217366735789e-25, y: 1.115836922559301e-24, z: -6.143754630136267e-25 }index.html:82:11
2 attraction: Object { x: -2274520915.1499834, y: -3904476227.5884113, z: 2149789401.706095 } repulsion: Object { x: -6.500217366735789e-25, y: -1.115836922559301e-24, z: 6.143754630136267e-25 }index.html:82:11
1 attraction: Object { x: 2274520915.1499834, y: 3904476227.5884113, z: -2149789401.706095 } repulsion: Object { x: 6.500217366735789e-25, y: 1.115836922559301e-24, z: -6.143754630136267e-25 }index.html:82:11
